address,goo,dong,맥도날드,롯데리아,버거킹,kfc
서울특별시 서초구 원지동,서초구,원지동,0,0,0,0
서울특별시 서초구 잠원동,서초구,잠원동,0,0,1,1
서울특별시 서초구 반포동,서초구,반포동,0,1,2,0
서울특별시 서초구 서초동,서초구,서초동,3,1,1,4
서울특별시 서초구 내곡동,서초구,내곡동,0,0,0,0
서울특별시 서초구 염곡동,서초구,염곡동,0,0,0,0
서울특별시 서초구 신원동,서초구,신원동,0,0,0,0
서울특별시 강남구,,,0,0,0,0
서울특별시 강남구 역삼동,강남구,역삼동,2,3,3,1
서울특별시 강남구 개포동,강남구,개포동,0,1,0,0
서울특별시 강남구 청담동,강남구,청담동,1,0,2,0
서울특별시 강남구 삼성동,강남구,삼성동,3,0,1,2
서울특별시 강남구 대치동,강남구,대치동,1,0,2,1
서울특별시 강남구 신사동,강남구,신사동,2,0,1,0
서울특별시 강남구 논현동,강남구,논현동,3,1,3,1
서울특별시 강남구 압구정동,강남구,압구정동,0,0,0,0
서울특별시 강남구 세곡동,강남구,세곡동,0,1,0,0
서울특별시 강남구 자곡동,강남구,자곡동,0,0,0,0
서울특별시 강남구 율현동,강남구,율현동,0,0,0,0
서울특별시 강남구 일원동,강남구,일원동,0,1,0,1
서울특별시 강남구 수서동,강남구,수서동,0,1,1,0
서울특별시 강남구 도곡동,강남구,도곡동,0,0,1,0
서울특별시 송파구,,,0,0,0,0
서울특별시 송파구 잠실동,송파구,잠실동,1,8,1,2
서울특별시 송파구 신천동,송파구,신천동,1,3,0,0
서울특별시 송파구 풍납동,송파구,풍납동,0,0,0,0
서울특별시 송파구 송파동,송파구,송파동,1,1,1,0
서울특별시 송파구 석촌동,송파구,석촌동,0,0,0,1
서울특별시 송파구 삼전동,송파구,삼전동,0,1,0,0
서울특별시 송파구 가락동,송파구,가락동,1,0,0,1
서울특별시 송파구 문정동,송파구,문정동,0,4,2,0
서울특별시 송파구 장지동,송파구,장지동,1,1,1,0
서울특별시 송파구 방이동,송파구,방이동,0,1,2,0
서울특별시 송파구 오금동,송파구,오금동,0,1,0,0
서울특별시 송파구 거여동,송파구,거여동,0,0,1,0
서울특별시 송파구 마천동,송파구,마천동,0,1,0,0
서울특별시 강동구,,,0,0,0,0
서울특별시 강동구 명일동,강동구,명일동,0,1,1,0
서울특별시 강동구 고덕동,강동구,고덕동,0,0,0,0
서울특별시 강동구 상일동,강동구,상일동,1,1,0,0
서울특별시 강동구 길동,강동구,길동,0,0,1,0
서울특별시 강동구 둔촌동,강동구,둔촌동,1,0,0,1
서울특별시 강동구 암사동,강동구,암사동,0,1,0,0
서울특별시 강동구 성내동,강동구,성내동,1,1,3,1
서울특별시 강동구 천호동,강동구,천호동,1,1,0,0
서울특별시 강동구 강일동,강동구,강일동,0,1,0,0
