변환한 주소	시	구	동	상호명	유가 정보 기간	상표	셀프여부	고급휘발유	휘발유	경유
서울 도봉구 방학동 671-2	서울	도봉구	방학동	sk네트웍스 영신주유소	2019년 10월 4주	SK에너지	일반	2045.00	1655.00	1530.43
서울 도봉구 방학동 705-15	서울	도봉구	방학동	구도일주유소 도봉	2019년 10월 4주	S-OIL	셀프	0.00	1529.00	1399.00
서울 도봉구 창동 744	서울	도봉구	창동	극동유화(주)대안주유소	2019년 10월 4주	S-OIL	셀프	0.00	1501.86	1359.00
서울 도봉구 창동 603-84	서울	도봉구	창동	대성산업(주)신창주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1546.14	1413.29
서울 도봉구 도봉동 601-55	서울	도봉구	도봉동	도봉제일주유소(주)송만에너지	2019년 10월 4주	현대오일뱅크	일반	0.00	1496.43	1355.00
서울 도봉구 창동 650-65	서울	도봉구	창동	동일석유(주) 창동주유소	2019년 10월 4주	SK에너지	셀프	0.00	1503.29	1359.00
서울 도봉구 쌍문동 103-7	서울	도봉구	쌍문동	삼미북부셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1500.43	1359.00
서울 도봉구 방학동 691-3	서울	도봉구	방학동	서현주유소	2019년 10월 4주	S-OIL	셀프	0.00	1528.57	1385.71
서울 도봉구 쌍문동 699	서울	도봉구	쌍문동	쌍문주유소	2019년 10월 4주	S-OIL	셀프	0.00	1520.71	1375.00
서울 도봉구 방학동 724-5	서울	도봉구	방학동	오복주유소	2019년 10월 4주	S-OIL	셀프	1979.00	1579.00	1419.00
서울 도봉구 쌍문동 707-9	서울	도봉구	쌍문동	정다운셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1501.86	1359.00
서울 도봉구 도봉동 561-6	서울	도봉구	도봉동	지에스칼텍스㈜ 도봉주유소	2019년 10월 4주	GS칼텍스	셀프	1688.00	1530.00	1391.00
서울 도봉구 방학동 668-10	서울	도봉구	방학동	지에스칼텍스㈜ 방학동주유소	2019년 10월 4주	GS칼텍스	셀프	1688.00	1530.00	1391.00
서울 도봉구 창동 676-72	서울	도봉구	창동	창동제일주유소	2019년 10월 4주	S-OIL	일반	0.00	1559.43	1426.57
서울 도봉구 창동 731-19	서울	도봉구	창동	한이에너지(주)KLP제1주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1496.43	1355.00
서울 도봉구 도봉동 629	서울	도봉구	도봉동	해와달주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1895.00	1745.00
서울 동대문구 휘경동 43-79	서울	동대문구	휘경동	(주)열린주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1516.43	1366.43
서울 동대문구 휘경동 336-31	서울	동대문구	휘경동	(주)파랑에너지	2019년 10월 4주	GS칼텍스	셀프	1775.00	1535.00	1366.43
서울 동대문구 이문동 255-119	서울	동대문구	이문동	SK경동주유소	2019년 10월 4주	SK에너지	일반	0.00	1504.00	1364.00
서울 동대문구 장안동 466-8	서울	동대문구	장안동	SK네트웍스스피드주유소	2019년 10월 4주	SK에너지	일반	1839.00	1679.00	1523.29
서울 동대문구 신설동 100-23	서울	동대문구	신설동	능주주유소	2019년 10월 4주	SK에너지	일반	0.00	1699.00	1529.00
서울 동대문구 답십리동 3-39	서울	동대문구	답십리동	답십리주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1495.00	1345.00
서울 동대문구 용두동 40-8	서울	동대문구	용두동	대성산업(주)동마장주유소	2019년 10월 4주	GS칼텍스	일반	1798.00	1586.14	1383.29
서울 동대문구 청량리동 18-46	서울	동대문구	청량리동	대성산업㈜청량리주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1599.00	1439.00
서울 동대문구 전농동 295-478	서울	동대문구	전농동	동일석유(주)강남주유소	2019년 10월 4주	SK에너지	일반	0.00	1499.86	1349.86
서울 동대문구 전농동 581-24	서울	동대문구	전농동	배봉로주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1504.86	1354.86
서울 동대문구 장안동 164-2	서울	동대문구	장안동	삼미상사(주)장안킹셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1518.71	1361.57
서울 동대문구 장안동 387-1	서울	동대문구	장안동	삼영주유소	2019년 10월 4주	SK에너지	일반	0.00	1526.43	1376.43
서울 동대문구 휘경동 275-6	서울	동대문구	휘경동	삼원셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1567.57	1393.29
서울 동대문구 장안동 430-8	서울	동대문구	장안동	신성주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1537.00	1386.00
서울 동대문구 답십리동 2-51	서울	동대문구	답십리동	오동나무주유소	2019년 10월 4주	S-OIL	일반	0.00	1578.00	1428.00
서울 동대문구 이문동 97-7	서울	동대문구	이문동	웰컴주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1509.29	1359.29
서울 동대문구 용두동 729-2	서울	동대문구	용두동	재원에너지(주)용일주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1493.43	1344.43
서울 동대문구 전농동 295-12	서울	동대문구	전농동	재정제2주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1493.57	1343.57
서울 동대문구 전농동 26-5	서울	동대문구	전농동	재정주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1493.57	1343.57
서울 동대문구 제기동 136-237	서울	동대문구	제기동	풍한주유소	2019년 10월 4주	SK에너지	일반	0.00	1496.43	1346.43
서울 동대문구 휘경동 317-87	서울	동대문구	휘경동	한영주유소 (한화)	2019년 10월 4주	현대오일뱅크	일반	0.00	1695.00	1470.00
서울 동대문구 청량리동 205-86	서울	동대문구	청량리동	홍능주유소	2019년 10월 4주	S-OIL	일반	0.00	1579.00	1429.00
서울 동작구 사당동 86-3	서울	동작구	사당동	(주)성림에너지 남성주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1588.29	1448.86
서울 동작구 신대방동 686-44	서울	동작구	신대방동	21세기주유소	2019년 10월 4주	SK에너지	셀프	1865.00	1595.00	1475.00
서울 동작구 노량진동 148-8	서울	동작구	노량진동	대성산업(주) 노량진주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1583.29	1453.29
서울 동작구 상도동 190-1	서울	동작구	상도동	매일주유소	2019년 10월 4주	S-OIL	일반	0.00	1539.00	1459.00
서울 동작구 상도동 468-1	서울	동작구	상도동	살피재주유소	2019년 10월 4주	SK에너지	일반	0.00	1675.00	1545.00
서울 동작구 대방동 383-19	서울	동작구	대방동	지에스칼텍스(주) 대방주유소	2019년 10월 4주	GS칼텍스	일반	1728.57	1552.57	1422.57
서울 동작구 상도동 103-1	서울	동작구	상도동	창원ENG	2019년 10월 4주	현대오일뱅크	일반	0.00	1549.00	1399.00
서울 동작구 상도동 121-21	서울	동작구	상도동	현대오일뱅크(주)직영 동작주유소	2019년 10월 4주	현대오일뱅크	일반	1756.14	1576.14	1459.00
서울 동작구 사당동 1007-47	서울	동작구	사당동	현대오일뱅크(주)직영 사당셀프주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1574.71	1434.71
서울 동작구 흑석동 9-46	서울	동작구	흑석동	흑석동	2019년 10월 4주	SK에너지	셀프	0.00	1668.14	1528.14
서울 마포구 창전동 13-6	서울	마포구	창전동	Happy Auto	2019년 10월 4주	SK에너지	일반	2109.00	1939.00	1765.00
서울 마포구 도화동 174-1	서울	마포구	도화동	SK에너지 양지주유소	2019년 10월 4주	SK에너지	일반	0.00	1989.00	1799.00
서울 마포구 대흥동 337-30	서울	마포구	대흥동	대흥주유소	2019년 10월 4주	SK에너지	일반	2192.00	1699.00	1542.00
서울 마포구 성산동 228-7	서울	마포구	성산동	마포시엠주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1597.00	1457.00
서울 마포구 공덕동 105-128	서울	마포구	공덕동	마포주유소	2019년 10월 4주	S-OIL	일반	0.00	1898.00	1765.00
서울 마포구 망원동 481-3	서울	마포구	망원동	망원동주유소	2019년 10월 4주	SK에너지	일반	0.00	1598.00	1478.00
서울 마포구 성산동 275-56	서울	마포구	성산동	성산대교(해월)	2019년 10월 4주	SK에너지	일반	2019.00	1819.00	1739.00
서울 마포구 성산동 200-4	서울	마포구	성산동	성산주유소	2019년 10월 4주	SK에너지	일반	0.00	1587.00	1457.00
서울 마포구 합정동 383-4	서울	마포구	합정동	안국주유소	2019년 10월 4주	SK에너지	일반	0.00	1840.00	1670.00
서울 마포구 용강동 494-52	서울	마포구	용강동	용강주유소	2019년 10월 4주	S-OIL	일반	0.00	1697.00	1529.00
서울 마포구 성산동 103-8	서울	마포구	성산동	청원주유소	2019년 10월 4주	현대오일뱅크	일반	2058.00	1598.00	1498.00
서울 서대문구 남가좌동 386-3	서울	서대문구	남가좌동	(주)가재울뉴타운주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1535.86	1375.86
서울 서대문구 연희동 220-55	서울	서대문구	연희동	(주)마봉 구도일주유소 두꺼비	2019년 10월 4주	S-OIL	셀프	0.00	1533.00	1373.00
서울 서대문구 홍은동 379-6	서울	서대문구	홍은동	(주)마봉 신우주유소	2019년 10월 4주	S-OIL	셀프	0.00	1533.71	1380.86
서울 서대문구 홍제동 330-61	서울	서대문구	홍제동	(주)창원이엔지 홍제지점	2019년 10월 4주	현대오일뱅크	일반	0.00	1513.00	1363.00
서울 서대문구 홍제동 103-9	서울	서대문구	홍제동	KH에너지㈜직영 독립문주유소	2019년 10월 4주	SK에너지	일반	1928.00	1581.86	1421.86
서울 서대문구 홍은동 431	서울	서대문구	홍은동	광호주유소	2019년 10월 4주	SK에너지	일반	0.00	1571.86	1411.86
서울 서대문구 남가좌동 329-34	서울	서대문구	남가좌동	남정주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1540.86	1380.86
서울 서대문구 홍제동 279-10	서울	서대문구	홍제동	문화촌주유소	2019년 10월 4주	S-OIL	일반	1998.00	1698.00	1538.00
서울 서대문구 연희동 446-4	서울	서대문구	연희동	삼미상사(주)서부주유소	2019년 10월 4주	SK에너지	셀프	0.00	1548.43	1384.14
서울 서대문구 연희동 194-32	서울	서대문구	연희동	삼보셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1573.29	1413.29
서울 서대문구 연희동 89-7	서울	서대문구	연희동	연희주유소	2019년 10월 4주	SK에너지	일반	1919.00	1571.86	1411.86
서울 서대문구 창천동 512-3	서울	서대문구	창천동	중앙에너비스 동교지점	2019년 10월 4주	SK에너지	셀프	1990.86	1561.86	1401.86
서울 서대문구 홍제동 22-3	서울	서대문구	홍제동	지에스칼텍스(주)홍제동주유소	2019년 10월 4주	GS칼텍스	셀프	1754.29	1579.86	1423.00
서울 서대문구 연희동 76-11	서울	서대문구	연희동	코리아상사연세주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1557.57	1397.57
서울 서대문구 대신동 16-7	서울	서대문구	대신동	행촌제2주유소	2019년 10월 4주	SK에너지	일반	2199.00	1999.00	1836.00
서울 서초구 방배동 2833	서울	서초구	방배동	(주)대농석유 남태령주유소	2019년 10월 4주	SK에너지	셀프	0.00	1564.14	1414.14
서울 서초구 서초동 1577-12	서울	서초구	서초동	(주)한미건설 서울주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1598.00	1468.00
서울 서초구 서초동 1582-23	서울	서초구	서초동	(주)한미석유 서초주유소	2019년 10월 4주	GS칼텍스	일반	1748.00	1598.00	1468.00
서울 서초구 우면동 761	서울	서초구	우면동	(주)홈런주유소	2019년 10월 4주	S-OIL	셀프	0.00	1575.14	1424.14
서울 서초구 방배동 750-20	서울	서초구	방배동	SK네트웍스 반포셀프주유소	2019년 10월 4주	SK에너지	셀프	1969.00	1659.00	1559.00
서울 서초구 서초동 1303	서울	서초구	서초동	경일석유(주)직영 삼방주유소	2019년 10월 4주	GS칼텍스	일반	1797.00	1647.00	1497.00
서울 서초구 반포동 19-6	서울	서초구	반포동	대성산업(주)직영 터미널(고속)주유소	2019년 10월 4주	GS칼텍스	일반	1794.00	1647.00	1525.57
서울 서초구 반포동 19-2	서울	서초구	반포동	대성산업(주)직영강남주유소	2019년 10월 4주	GS칼텍스	일반	1794.00	1647.00	1525.57
서울 서초구 서초동 1426-13	서울	서초구	서초동	대성석유(주)연일주유소	2019년 10월 4주	GS칼텍스	일반	1768.00	1599.00	1499.00
서울 서초구 양재동 216	서울	서초구	양재동	대신석유(주)대우주유소	2019년 10월 4주	SK에너지	셀프	0.00	1584.71	1434.71
서울 서초구 서초동 1719-1	서울	서초구	서초동	대신석유㈜서원주유소	2019년 10월 4주	SK에너지	일반	2198.00	1998.00	1798.00
서울 서초구 양재동 14-1	서울	서초구	양재동	동원석유(강남대로)	2019년 10월 4주	S-OIL	셀프	0.00	1577.00	1434.14
서울 서초구 방배동 945-7	서울	서초구	방배동	만국주유소	2019년 10월 4주	SK에너지	일반	0.00	1644.00	1544.00
서울 서초구 원지동 10-16	서울	서초구	원지동	만남의광장주유소	2019년 10월 4주	알뜰(ex)	셀프	0.00	1502.29	1337.29
서울 서초구 양재동 2-39	서울	서초구	양재동	말죽거리주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1596.00	1457.43
서울 서초구 반포동 56-2	서울	서초구	반포동	반포그린주유소	2019년 10월 4주	GS칼텍스	일반	1798.00	1598.00	1498.00
서울 서초구 방배동 475-17	서울	서초구	방배동	방배동주유소	2019년 10월 4주	SK에너지	일반	0.00	1586.43	1457.86
서울 서초구 서초동 1302	서울	서초구	서초동	사평로주유소	2019년 10월 4주	SK에너지	일반	2169.00	1999.00	1869.00
서울 서초구 서초동 1536-15	서울	서초구	서초동	서초꽃마을주유소	2019년 10월 4주	GS칼텍스	일반	1758.00	1598.00	1468.00
서울 서초구 서초동 1632-1	서울	서초구	서초동	서초제일주유소	2019년 10월 4주	SK에너지	일반	1964.71	1684.71	1554.71
서울 서초구 방배동 983-40	서울	서초구	방배동	선우상사Q엔느	2019년 10월 4주	SK에너지	일반	2336.57	2031.57	1886.57
서울 서초구 반포동 111-2	서울	서초구	반포동	신반포주유소	2019년 10월 4주	SK에너지	일반	1808.00	1598.00	1498.00
서울 서초구 양재동 81	서울	서초구	양재동	양재주유소	2019년 10월 4주	SK에너지	일반	1763.29	1554.29	1401.43
서울 서초구 양재동 203	서울	서초구	양재동	양재최고주유소	2019년 10월 4주	S-OIL	일반	0.00	1554.29	1401.43
서울 서초구 양재동 249-1	서울	서초구	양재동	양재현대주유소	2019년 10월 4주	현대오일뱅크	일반	1749.00	1593.71	1439.00
서울 서초구 서초동 1438-1	서울	서초구	서초동	에쓰오일(주)직영 오토테크주유소	2019년 10월 4주	S-OIL	셀프	1759.43	1609.43	1474.43
서울 서초구 서초동 1464-17	서울	서초구	서초동	전당앞주유소	2019년 10월 4주	SK에너지	일반	1939.00	1669.00	1565.00
서울 서초구 양재동 4-18	서울	서초구	양재동	중앙주유소	2019년 10월 4주	S-OIL	일반	2188.00	1978.00	1798.00
서울 서초구 잠원동 13-6	서울	서초구	잠원동	지에스칼텍스(주)남서울주유소	2019년 10월 4주	GS칼텍스	일반	1797.00	1647.00	1527.00
서울 서초구 내곡동 142-3	서울	서초구	내곡동	지에스칼텍스(주)내곡주유소	2019년 10월 4주	GS칼텍스	일반	1775.00	1638.57	1482.57
서울 서초구 방배동 765-8	서울	서초구	방배동	지에스칼텍스(주)선천주유소	2019년 10월 4주	GS칼텍스	일반	1755.43	1585.43	1446.43
서울 서초구 내곡동 337	서울	서초구	내곡동	지에스칼텍스(주)헌릉로주유소	2019년 10월 4주	GS칼텍스	셀프	1768.57	1638.57	1482.57
서울 서초구 서초동 1604-21	서울	서초구	서초동	크로바주유소	2019년 10월 4주	SK에너지	일반	1987.00	1745.00	1597.00
서울 서초구 우면동 13-6	서울	서초구	우면동	태봉셀프주유소	2019년 10월 4주	SK에너지	셀프	0.00	1557.00	1407.00
서울 서초구 방배동 810-1	서울	서초구	방배동	한독주유소	2019년 10월 4주	GS칼텍스	일반	1758.00	1598.00	1498.00
서울 서초구 방배동 782-23	서울	서초구	방배동	현대오일뱅크(주)직영 방배현대주유소	2019년 10월 4주	현대오일뱅크	일반	1769.00	1591.86	1451.86
서울 성동구 용답동 5-4	서울	성동구	용답동	(주)서울에너지 직영	2019년 10월 4주	S-OIL	셀프	0.00	1515.57	1355.00
서울 성동구 옥수동 449-5	서울	성동구	옥수동	(주)옥수하이웨이스테이션	2019년 10월 4주	GS칼텍스	일반	2265.00	1968.00	1815.00
서울 성동구 송정동 83	서울	성동구	송정동	KLP제2주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1506.00	1325.43
서울 성동구 성수동2가 19-1	서울	성동구	성수동2가	SK네트웍스(주)효진주유소	2019년 10월 4주	SK에너지	일반	1934.71	1674.71	1495.29
서울 성동구 성수동1가 13-11	서울	성동구	성수동1가	SK세원2주유소	2019년 10월 4주	SK에너지	일반	2065.00	1699.00	1545.00
서울 성동구 용답동 236-1	서울	성동구	용답동	SK에너지(주) 군자동주유소	2019년 10월 4주	SK에너지	일반	1748.00	1599.00	1444.71
서울 성동구 성수동1가 656-1208	서울	성동구	성수동1가	kh에너지(주)성수만세주유소	2019년 10월 4주	SK에너지	셀프	1888.00	1635.00	1468.00
서울 성동구 마장동 522-6	서울	성동구	마장동	경진주유소	2019년 10월 4주	SK에너지	일반	0.00	1598.00	1460.86
서울 성동구 금호동4가 187-2	서울	성동구	금호동4가	금호주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1770.00	1620.00
서울 성동구 성수동2가 289-2	서울	성동구	성수동2가	동일주유소	2019년 10월 4주	현대오일뱅크	일반	2123.00	1823.00	1649.00
서울 성동구 용답동 229-5	서울	성동구	용답동	삼우주유소	2019년 10월 4주	SK에너지	일반	0.00	1599.00	1461.43
서울 성동구 도선동 2-4	서울	성동구	도선동	아이콘주유소	2019년 10월 4주	S-OIL	일반	0.00	1576.57	1419.43
서울 성동구 마장동 573-1	서울	성동구	마장동	정호주유소	2019년 10월 4주	자가상표	일반	0.00	1533.71	1368.00
서울 성동구 성수동2가 19-14	서울	성동구	성수동2가	지에스칼텍스㈜ 도루코주유소	2019년 10월 4주	GS칼텍스	셀프	1750.43	1570.43	1390.43
서울 성동구 하왕십리동 291-9	서울	성동구	하왕십리동	청계로주유소	2019년 10월 4주	SK에너지	일반	0.00	1898.00	1747.00
서울 성동구 성수동1가 33-96	서울	성동구	성수동1가	현대오일뱅크 성수주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1635.00	1468.00
서울 성동구 마장동 771-6	서울	성동구	마장동	현대오일뱅크(주) 성동현대주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1583.71	1433.71
서울 성북구 정릉동 404-4	서울	성북구	정릉동	(주)삼표에너지 정릉주유소	2019년 10월 4주	GS칼텍스	셀프	1719.00	1475.00	1317.00
서울 성북구 보문동1가 9-3	서울	성북구	보문동1가	(주)성북주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1547.00	1397.00
서울 성북구 종암동 3-545	서울	성북구	종암동	GS칼텍스(주) 종암주유소	2019년 10월 4주	GS칼텍스	셀프	1666.00	1516.00	1365.00
서울 성북구 장위동 219-43	서울	성북구	장위동	SK에너지(주) 드림랜드주유소	2019년 10월 4주	SK에너지	일반	0.00	1569.00	1390.14
서울 성북구 정릉동 428	서울	성북구	정릉동	sk네트웍스(주) 북악주유소	2019년 10월 4주	SK에너지	셀프	0.00	1555.14	1399.00
서울 성북구 정릉동 113-61	서울	성북구	정릉동	sk네트웍스(주)아리랑주유소	2019년 10월 4주	SK에너지	일반	1989.00	1639.00	1499.00
서울 성북구 정릉동 401-15	서울	성북구	정릉동	강산제2주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1465.00	1307.00
서울 성북구 보문동5가 145-1	서울	성북구	보문동5가	광덕	2019년 10월 4주	SK에너지	셀프	1939.00	1570.71	1419.00
서울 성북구 상월곡동 23-11	서울	성북구	상월곡동	구도일주유소화랑로	2019년 10월 4주	S-OIL	일반	0.00	1579.00	1419.00
서울 성북구 길음동 1132-2	서울	성북구	길음동	길음지점	2019년 10월 4주	현대오일뱅크	일반	0.00	1519.00	1389.00
서울 성북구 보문동5가 146-7	서울	성북구	보문동5가	동일주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1599.00	1459.00
서울 성북구 삼선동1가 12-1	서울	성북구	삼선동1가	삼선주유소	2019년 10월 4주	S-OIL	일반	0.00	2175.00	1995.00
서울 성북구 장위동 231-198	서울	성북구	장위동	신동방주유소	2019년 10월 4주	S-OIL	일반	0.00	1528.00	1368.00
서울 성북구 안암동5가 82-1	서울	성북구	안암동5가	신방주유소	2019년 10월 4주	S-OIL	일반	0.00	1512.00	1363.00
서울 성북구 석관동 174-1	서울	성북구	석관동	우리주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1538.00	1378.00
서울 성북구 장위동 75-604	서울	성북구	장위동	원천주유소	2019년 10월 4주	알뜰주유소	일반	0.00	1480.71	1320.43
서울 성북구 장위동 43-9	서울	성북구	장위동	장삼주유소	2019년 10월 4주	SK에너지	셀프	1969.00	1549.00	1379.00
서울 성북구 종암동 10-15	서울	성북구	종암동	중앙에너비스 종암지점	2019년 10월 4주	SK에너지	셀프	0.00	1520.86	1370.86
서울 성북구 길음동 21-73	서울	성북구	길음동	지에스칼텍스㈜ 세창주유소	2019년 10월 4주	GS칼텍스	일반	1749.00	1578.00	1420.00
서울 성북구 상월곡동 23-95	서울	성북구	상월곡동	지에스칼텍스㈜ 화랑주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1579.00	1419.00
서울 성북구 하월곡동 67-50	서울	성북구	하월곡동	지에스칼텍스㈜ 효성주유소	2019년 10월 4주	GS칼텍스	일반	1739.00	1589.00	1429.00
서울 성북구 종암동 30-24	서울	성북구	종암동	현대오일뱅크㈜직영 고대셀프주유소	2019년 10월 4주	현대오일뱅크	셀프	1673.29	1523.29	1372.29
서울 송파구 오금동 129-4	서울	송파구	오금동	(주)남경석유 세영주유소	2019년 10월 4주	GS칼텍스	일반	0.00	1557.57	1423.86
서울 송파구 방이동 149-3	서울	송파구	방이동	(주)뉴명성산업 남성주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1541.00	1400.43
서울 송파구 문정동 150-21	서울	송파구	문정동	(주)삼표에너지 훼미리주유소	2019년 10월 4주	GS칼텍스	일반	1778.00	1578.00	1438.00
서울 송파구 석촌동 239-8	서울	송파구	석촌동	(주)신화에너지 서울지점	2019년 10월 4주	SK에너지	셀프	0.00	1550.14	1411.86
서울 송파구 오금동 121-1	서울	송파구	오금동	(주)유진주유소	2019년 10월 4주	SK에너지	일반	0.00	1550.14	1439.29
서울 송파구 송파동 19-1	서울	송파구	송파동	(주)잠실에너지	2019년 10월 4주	S-OIL	셀프	1707.00	1553.29	1406.14
서울 송파구 거여동 19-4	서울	송파구	거여동	(주)정직한주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1553.29	1417.57
서울 송파구 가락동 180-4	서울	송파구	가락동	(주)퍼스트오일서울주유소	2019년 10월 4주	S-OIL	일반	0.00	1592.71	1452.71
서울 송파구 거여동 26-1	서울	송파구	거여동	SKN(주) 송파셀프직영주유소	2019년 10월 4주	SK에너지	셀프	0.00	1630.71	1465.00
서울 송파구 장지동 645-13	서울	송파구	장지동	남성대주유소	2019년 10월 4주	SK에너지	셀프	0.00	1572.00	1428.00
서울 송파구 석촌동 14-12	서울	송파구	석촌동	대성석유(주)석촌주유소	2019년 10월 4주	GS칼텍스	일반	1747.00	1588.00	1458.00
서울 송파구 마천동 31	서울	송파구	마천동	대성주유소	2019년 10월 4주	SK에너지	일반	0.00	1548.00	1425.14
서울 송파구 풍납동 401-6	서울	송파구	풍납동	대신석유(주)진양주유소	2019년 10월 4주	SK에너지	일반	0.00	1799.00	1629.00
서울 송파구 방이동 132-1	서울	송파구	방이동	방이주유소	2019년 10월 4주	SK에너지	일반	0.00	1767.00	1597.00
서울 송파구 방이동 109-6	서울	송파구	방이동	백제고분로주유소	2019년 10월 4주	SK에너지	셀프	1760.00	1537.57	1399.57
서울 송파구 삼전동 72-2	서울	송파구	삼전동	삼정주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1540.43	1402.43
서울 송파구 잠실동 222-31	서울	송파구	잠실동	삼화주유소	2019년 10월 4주	GS칼텍스	셀프	1744.00	1536.86	1398.86
서울 송파구 마천동 49-12	서울	송파구	마천동	상아주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1537.29	1364.00
서울 송파구 가락동 146-6	서울	송파구	가락동	서원주유소	2019년 10월 4주	SK에너지	일반	1959.00	1689.00	1579.00
서울 송파구 삼전동 7-8	서울	송파구	삼전동	선우상사 삼전주유소	2019년 10월 4주	SK에너지	셀프	1747.00	1536.86	1398.86
서울 송파구 삼전동 9-8	서울	송파구	삼전동	송파알찬주유소	2019년 10월 4주	S-OIL	일반	0.00	1547.71	1409.71
서울 송파구 송파동 174	서울	송파구	송파동	송파주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1592.86	1459.29
서울 송파구 잠실동 305-11	서울	송파구	잠실동	아시아주유소	2019년 10월 4주	GS칼텍스	셀프	1745.00	1539.43	1401.43
서울 송파구 오금동 4	서울	송파구	오금동	올림픽셀프	2019년 10월 4주	SK에너지	셀프	1889.00	1639.00	1524.71
서울 송파구 장지동 608-5	서울	송파구	장지동	완불주유소	2019년 10월 4주	SK에너지	일반	1799.00	1549.50	1419.50
서울 송파구 석촌동 295	서울	송파구	석촌동	인광주유소	2019년 10월 4주	SK에너지	일반	0.00	1587.00	1437.00
서울 송파구 가락동 36-7	서울	송파구	가락동	제트라인 DM주유소	2019년 10월 4주	현대오일뱅크	일반	0.00	1591.14	1456.14
서울 송파구 석촌동 210-16	서울	송파구	석촌동	지에스이앤알 직영 송파제일주유소	2019년 10월 4주	현대오일뱅크	셀프	0.00	1538.29	1400.29
서울 송파구 장지동 875-1	서울	송파구	장지동	지에스칼텍스(주)가든파이브주유소	2019년 10월 4주	GS칼텍스	셀프	1768.00	1595.00	1441.00
서울 송파구 장지동 908	서울	송파구	장지동	지에스칼텍스(주)스마트위례주유소	2019년 10월 4주	GS칼텍스	셀프	1741.00	1591.00	1438.00
서울 송파구 가락동 137-9	서울	송파구	가락동	지에스칼텍스(주)우리주유소	2019년 10월 4주	GS칼텍스	일반	1746.43	1589.43	1456.29
서울 송파구 석촌동 217-17	서울	송파구	석촌동	한강에너지(주)퍼스트주유소	2019년 10월 4주	SK에너지	셀프	1747.00	1545.00	1407.00
서울 양천구 신정동 1052-12	서울	양천구	신정동	(주)블루에너지	2019년 10월 4주	SK에너지	셀프	0.00	1500.43	1351.29
서울 양천구 목동 905-30	서울	양천구	목동	(주)삼표에너지 목동주유소	2019년 10월 4주	GS칼텍스	일반	1748.00	1548.00	1398.00
서울 양천구 신정동 1315	서울	양천구	신정동	(주)서부트럭터미날	2019년 10월 4주	현대오일뱅크	일반	0.00	1554.71	1397.57
서울 양천구 신정동 296-30	서울	양천구	신정동	SK네트웍스 신목동셀프주유소	2019년 10월 4주	SK에너지	일반	2006.14	1646.14	1506.14
서울 양천구 신월동 525-1	서울	양천구	신월동	SK네트웍스 신월남부	2019년 10월 4주	SK에너지	셀프	0.00	1546.14	1336.14
서울 양천구 목동 123	서울	양천구	목동	SK네트웍스(주) SKOK주유소	2019년 10월 4주	SK에너지	일반	1884.71	1654.71	1516.14
서울 양천구 신정동 296-31	서울	양천구	신정동	SK네트웍스(주)코리아주유소	2019년 10월 4주	SK에너지	일반	2029.00	1859.00	1679.00
서울 양천구 신정동 872-5	서울	양천구	신정동	SK에너지(주) 경인주유소	2019년 10월 4주	SK에너지	셀프	0.00	1597.00	1405.86
